NOM;DOSAGE1;FORME
MICROPAKINE LP 1000 MG;1000;GRANULE LP
MICROPAKINE LP 1000 MG;1000;GRANULE LP
ARANESP 60 µG;60;SOLUTION INJECTABLE
ARANESP 60 µG;60;SOLUTION INJECTABLE
CLADIA;250;COMPRIME ENROBE
CALCIBRONAT;2;COMPRIME EFFERVESCENT
FORLAX;10;POUDRE POUR SOLUTION BUVABLE
KENACORT RETARD;80;SUSPENSION INJECTABLE
MYK;1;SOLUTION POUR APPLICATION LOCALE
CLIMENE;2 / 1;COMPRIME ENROBE
EFFICORT LIPOPHILE;0.127;CREME
ENTERAL;100;GRANULE POUR SUSPENSION BUVABLE
STARMOX;125;POUDRE POUR SUSPENSION BUVABLE
ARIMIDEX;1;COMPRIME PELLICULE SECABLE
CIPROFLOXACINE WIN 250 MG;250;COMPRIME PELLICULE
MIRENA 20µG/24H;52;DISPOSITIF INTRA-UTÉRIN
MIRENA 20µG/24H;52;DISPOSITIF INTRA-UTÉRIN
ROXAM;20;POUDRE POUR SUSPENSION BUVABLE
CHLORURE DE SODIUM LAPROPHAN;0.9;SOLUTION POUR PERFUSION
CALCINIB;5;COMPRIME
LAEVOLAC;50;SOLUTION BUVABLE
CUTIVATE;50;CREME
GLUCOSE 5% LAPROPHAN;5;SOLUTION POUR PERFUSION
ELVORINE;2.5;COMPRIME
GENTALLINE;160;SOLUTION INJECTABLE
GLIPHARM;5;COMPRIME SECABLE
GLIPHARM;5;COMPRIME SECABLE
ACIDE DEXTROSE D1 EM D1;;SOLUTE CONCENTRE
BICARBONATE SLF273;;SOLUTE CONCENTRE
BIODROXIL;250;POUDRE POUR SUSPENSION BUVABLE
TRIFAX IM;500;POUDRE POUR SOLUTION INJECTABLE
PENTASA;500;COMPRIME
FLIXOTIDE DISKUS;100;SUSPENSION POUR INHALATION
RIACEN;10;GELULE
GENTAMICINE LLORENTE;80;SOLUTION INJECTABLE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;1 / 100;POUDRE POUR SOLUTION INJECTABLE
AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;1 / 100;POUDRE POUR SOLUTION INJECTABLE
XEDILOL;6.25;COMPRIME SECABLE
METHOTREXATE BELLON (H);500;SOLUTION INJECTABLE
AIRTAL;100;COMPRIME ENROBE
CHEMOSET 2MG/ML;8;SOLUTION INJECTABLE
TIAZEM;60;COMPRIME
SIMVASTATINE GT;20;COMPRIME ENROBE
SIMVASTATINE GT;20;COMPRIME ENROBE
CLADIA;250;COMPRIME ENROBE
ACETATE SLF 437;;SOLUTE CONCENTRE
FER UCB;50;SOLUTION BUVABLE
DISPAMOX;500;POUDRE POUR SUSPENSION BUVABLE
DIPICOR;5;COMPRIME
FLUGIZOL;150;GELULE
NOFEBRIL;500;COMPRIME SECABLE
SKINOSONE NEOMYCINE;0.05 / 0.5;CREME
KETOFLEX;100;SUPPOSITOIRE
SEPTIL;4.4;POUDRE POUR APPLICATION LOCALE
PRAVATOR;40;COMPRIME SECABLE
LANZOR;15;GELULE GASTRO-RESISTANTE
MUCICLAR ENFANT NOURRISSON;2;SOLUTION BUVABLE
ORELOX;40;GRANULE POUR SUSPENSION BUVABLE
NOOTROPYL;20;SOLUTION BUVABLE
FLOXAM;500;GELULE
ULTIVA 2 MG;2;POUDRE POUR PREPARATION INJECTABLE
ULTIVA 2 MG;2;POUDRE POUR PREPARATION INJECTABLE
MODECATE;25;SOLUTION INJECTABLE
DOLIPRANE;100;SUPPOSITOIRE
LYRICA;75;GELULE
SERTRALINE GT 100 MG;100;COMPRIME PELLICULE
SERTRALINE GT 100 MG;100;COMPRIME PELLICULE
MAZAX 400 MG;400;POUDRE POUR SUSPENSION BUVABLE
PUREGON;100;POUDRE POUR SOLUTION INJECTABLE
GLYSET;1;COMPRIME
SICCAFLUID;2.5;GEL OPHTALMIQUE
SICCAFLUID;2.5;GEL OPHTALMIQUE
POTASSIUM CHLORURE;10;SOLUTION POUR PERFUSION
SILDENAFIL WIN 100 MG;100;COMPRIME PELLICULE
AZANTAC;150;COMPRIME PELLICULE
DELFAMOL;3.4 / 3.5;POMMADE
CANESTEN;1;SOLUTION POUR APPLICATION LOCALE
TENORETIC;50 / 12.5;COMPRIME PELLICULE SECABLE
ERLUS 5 MG;5;COMPRIME PELLICULE
AMLODIPINE GT;5;COMPRIME SECABLE
AMLODIPINE GT;5;COMPRIME SECABLE
VOLUVEN;6;SOLUTION POUR PERFUSION
NEALGYL;80;COMPRIME ORODISPERSIBLE
CURAM;1 / 125;POUDRE POUR SUSPENSION BUVABLE
CURAM;1 / 125;POUDRE POUR SUSPENSION BUVABLE
TAZOCILLINE;2 / 250;POUDRE POUR PERFUSION
FLUMYK;150;GELULE
LOVENOX;2000;SOLUTION INJECTABLE
RONIC;1;COLLYRE
STARPEN;0.4;GRANULE POUR SUSPENSION BUVABLE
RIFODERM;250 / 250;POMMADE
PNEUMOCCID;500;POUDRE POUR SUSPENSION BUVABLE
KERLONE;20;COMPRIME PELLICULE SECABLE
SOLUGEL;4;GEL
EFICAL;1;SOLUTION BUVABLE
MAALOX;0.4 / 0.4;COMPRIME A CROQUER
DICLOBERL;25;COMPRIME
CARDINOR;25;COMPRIME
CARDINOR;25;COMPRIME
ANTI-SPA 200 MG;200;COMPRIME PELLICULE
VALIUM;10;COMPRIME SECABLE
REBIF 44 µG;44;PREPARATION INJECTABLE
REBIF 44 µG;44;PREPARATION INJECTABLE
VIGOREX;50;COMPRIME PELLICULE
TANAKAN;40;SOLUTION BUVABLE
DIOVENOR;300;COMPRIME PELLICULE
OCTANATE 100 UI/ML;1000;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
JOSACINE;500;COMPRIME PELLICULE
SCANDICAINE 2 % NORADRENALINE;36;SOLUTION INJECTABLE POUR USAGE DENTAIRE
XERIUM 20 MG;20;COMPRIME SECABLE
CALCIUM SANDOZ;270;SIROP
TAMIK;3;CAPSULE MOLLE
MELOXICAM GT;15;COMPRIME SECABLE
MELOXICAM GT;15;COMPRIME SECABLE
PERFALGAN 10 MG/ML ADULTE;1;SOLUTION POUR PERFUSION
CITROSYL;0.1;SOLUTION POUR APPLICATION LOCALE
SOPROL;10;COMPRIME PELLICULE SECABLE
AMLODIPINE GT;10;COMPRIME SECABLE
AMLODIPINE GT;10;COMPRIME SECABLE
ALPRAZ;1;COMPRIME
METHOTREXATE MYLAN 100MG/ML;5;SOLUTION INJECTABLE
METHOTREXATE MYLAN 100MG/ML;5;SOLUTION INJECTABLE
DILATOR;100;SUSPENSION POUR INHALATION BUCCALE
IBUPHIL;5;GEL
FLONOX;500;COMPRIME PELLICULE
INDOLAN;100;SUPPOSITOIRE
MICARDIS;40;COMPRIME
MICARDIS;40;COMPRIME
GYNO CANESTEN;500;COMPRIME GYNECOLOGIQUE
PRAVATOR;40;COMPRIME SECABLE
THIOBACTIN;250;GRANULE POUR SUSPENSION BUVABLE
DOLIPRANE;150;POUDRE POUR SOLUTION BUVABLE
ZANTAC;75;COMPRIME PELLICULE
ARIXTRA 10 MG/0.8 ML;10;SOLUTION INJECTABLE
GEMCITABINE HOSPIRA 200 MG;200;POUDRE POUR SOLUTION POUR PERFUSION
NAVELBINE;50;SOLUTION INJECTABLE
BREXIN;20;POUDRE POUR SUSPENSION BUVABLE
METROZAL;500;COMPRIME
BLUCIN;15;POUDRE POUR SOLUTION INJECTABLE
HYDROSOL POLYVITAMINE;;SOLUTION BUVABLE
DULTAVAX;;SUSPENSION INJECTABLE
CLADIA;500;COMPRIME ENROBE
TRIATEC;2.5;COMPRIME SECABLE
BRONCHOKOD;5;SIROP
NEOTIGASON;25;GELULE
AZIX 1500 MG;200;POUDRE POUR SUSPENSION BUVABLE
TRICEF IM;500;POUDRE POUR SOLUTION INJECTABLE
VITA C 1000;1;COMPRIME EFFERVESCENT
VENTOLINE;2;SOLUTION BUVABLE
DI-INDO;100;SUPPOSITOIRE
PROCLOR;20;GELULE
PROCLOR;20;GELULE
DIPROSONE;0.05;POMMADE
TOMUDEX;2;POUDRE POUR PERFUSION
FLOXAM;250;POUDRE POUR SUSPENSION BUVABLE
NOVANTRONE;20;SOLUTION POUR PERFUSION
TETANEA;;SOLUTION INJECTABLE
FLOTRAL;10;COMPRIME LP
PROLIFEN;50;GELULE
PRAVATOR;20;COMPRIME SECABLE
TANZAAR 100;100;COMPRIME PELLICULE
COCCULINE;;COMPRIME ORODISPERSIBLE
BRICANYL;5;SOLUTION POUR INHALATION
SUFENTA;50;SOLUTION INJECTABLE
IDARAC;200;COMPRIME SECABLE
IDARAC;200;COMPRIME SECABLE
MEDROL;4;COMPRIME SECABLE
GLUCOSE 5% LAPROPHAN;5;SOLUTION POUR PERFUSION
ISOLONE;20;COMPRIME
ERCEFURYL;100;GELULE
ARAVA;10;COMPRIME PELLICULE
IRINOTECAN;40;SOLUTION A DILUER POUR PERFUSION
ASTAPH;250;POUDRE POUR SUSPENSION BUVABLE
NO-SPA;40;SOLUTION INJECTABLE
METHYLPREDNISOLONE MYLAN;1;POUDRE POUR SOLUTION INJECTABLE
SODIUM CHLORURE PROMOPHARM;0.9;SOLUTION POUR PERFUSION
NAVELBINE;10;SOLUTION INJECTABLE
LINCOCINE;600;SOLUTION INJECTABLE
ATARAX;100;SOLUTION INJECTABLE
SILDENAFIL WIN 100 MG;100;COMPRIME PELLICULE
TRICEF IV;1;POUDRE POUR SOLUTION INJECTABLE
OTRIVINE;0.05;SOLUTION POUR PULVERISATION NASALE
ZECLAR;500;COMPRIME PELLICULE
TRIAXON 500 MG I.V.;500;POUDRE POUR SOLUTION INJECTABLE
COLTRAMYL;4;COMPRIME
FLOXIMAT;200;COMPRIME ENROBE
FLUCAZOL;50;GELULE
AVLOCARDYL;40;COMPRIME SECABLE
THIOBACTIN;750;POUDRE POUR USAGE PARENTERAL
PAXEL;30;SOLUTION A DILUER POUR PERFUSION
RHINOFLUIMUCIL;1 / 0.5;SOLUTION POUR PULVERISATION NASALE
VALIUM;1;SOLUTION POUR GOUTTES BUVABLES
REVOCIR;5;CREME
THEOSTAT LP;300;COMPRIME SECABLE LP
AIRCORT;250;SUSPENSION POUR INHALATION
AZITHRIX;500;COMPRIME PELLICULE
CARBOPLATINE AGUETTANT 150 MG;150;SOLUTION POUR PERFUSION
INDOPHARM;50;SUPPOSITOIRE
OMEGEN;20;GELULE
FLOCIP;500;COMPRIME PELLICULE
GINKOR FORT;14 / 300 / 300;GELULE
GENTAMEN 80;80;SOLUTION INJECTABLE
PHENERGAN;0.1;SIROP
NUPENTIN;400;GELULE
ACTEMRA 400MG/20ML;400;SOLUTION A DILUER POUR PERFUSION
CLARTEC;10;COMPRIME
ALVOGYL;15.8;PATE DENTAIRE
CLAVULIN;1 / 125;POUDRE POUR SUSPENSION BUVABLE
EXFORGE 5 MG/80 MG;5 / 80;COMPRIME PELLICULE
EXFORGE 5 MG/80 MG;5 / 80;COMPRIME PELLICULE
GEPRID;4;COMPRIME
GEPRID;4;COMPRIME
SPECTRUM 250;250;COMPRIME PELLICULE
CINET;10;COMPRIME
AMLODIPINE WIN;10;COMPRIME SECABLE
GEPRID;2;COMPRIME
GEPRID;2;COMPRIME
SK-F 203;;SOLUTE CONCENTRE
TADENAN;50;CAPSULE MOLLE
MYANTALGIC;37.50 / 325;COMPRIME EFFERVESCENT
MYANTALGIC;37.50 / 325;COMPRIME EFFERVESCENT
SODIUM CHLORURE PROMOPHARM;10;SOLUTION POUR PERFUSION
ZANOCIN OD 400MG;400;COMPRIME PELLICULE
POTEX;2000;POUDRE POUR SOLUTION INJECTABLE
NETROMICINE;25;SOLUTION INJECTABLE
ARCOXIA;60;COMPRIME PELLICULE
TAREG;40;COMPRIME PELLICULE
ZOFRAN;4;SOLUTION INJECTABLE
XENID;75;SOLUTION INJECTABLE
PEGASYS;180;SOLUTION INJECTABLE
CEFTRIAXONE MYLAN;250;POUDRE POUR SOLUTION INJECTABLE
CINET;10;COMPRIME
HIBOR 3500 UI ANTI XA;3500;SOLUTION INJECTABLE
APAISYL;0.75;GEL
LOPRESSOR RETARD;200;COMPRIME SECABLE LP
VAXIGRIP;;SUSPENSION INJECTABLE
SYNNAX;25;COMPRIME
SYNNAX;25;COMPRIME
NAVELBINE;20;CAPSULE MOLLE
GALVUS 50 MG;50;COMPRIME
CRISTAL AD;2;SUPPOSITOIRE
VINCRISTINE;1;SOLUTION INJECTABLE
RHINATHIOL ADULTES EXPECTORANT;5;SIROP
ROCEPHIN IV;1;POUDRE POUR SOLUTION INJECTABLE
TONOCALCIN;100;SOLUTION INJECTABLE
LARGACTIL;25;SOLUTION INJECTABLE
ONIFINE 1%;1;SOLUTION POUR APPLICATION LOCALE
STARZOL;50;GELULE
SANDOSTATINE *;500;SOLUTION INJECTABLE
VIAGRA;50;COMPRIME ENROBE
AGRASTAT 250 MICROGRAMMES/ML;0.25;SOLUTION A DILUER POUR PERFUSION
AUGMENTIN;500 / 50;POUDRE POUR SOLUTION INJECTABLE
LOSARTAN /HCTZ GT;50 / 12.5;COMPRIME PELLICULE SECABLE
COLTRAX;4;SOLUTION INJECTABLE
ANGINIB;50;COMPRIME ENROBE
ANTI-HEMORROÏDAIRE SUPPOSITOIRES;5 / 10;SUPPOSITOIRE
TUNELUZ;20;GELULE
AMILO;5;COMPRIME
KETUM;2.5;GEL
GINKOR PROCTO;15 / 300;COMPRIME PELLICULE
NEXAVAR;200;COMPRIME PELLICULE
NEXAVAR;200;COMPRIME PELLICULE
ASTAPH;500;GELULE
ZOLOFT;50;GELULE
ZINNAT;125;SUSPENSION BUVABLE
BACTOX;250;POUDRE POUR SUSPENSION BUVABLE
GLURENOR;30;COMPRIME SECABLE
GENFLU;75;GELULE
GENFLU;75;GELULE
ZINSKIN;45;COMPRIME EFFERVESCENT
MEDIBRONC ADULTE;5;SOLUTION BUVABLE
LAEVOLAC;50;SOLUTION BUVABLE
DELAKET;30;COMPRIME
DELAKET;30;COMPRIME
ASPEGIC NOUR;100;POUDRE POUR SOLUTION BUVABLE
VICTRELIS 200 MG;200;GELULE
METAGLIZ;10;SOLUTION BUVABLE
NIFEGEN;20;GELULE
ORAGIN;0.75 / 125;COMPRIME
DAZEN;10000;COMPRIME ENROBE GASTRO-RESISTANT
AMLODIPINE WIN;5;COMPRIME
NICOPATCH;7;DISPOSITIF TRANSDERMIQUE
ANTISTAPH / PENISTAPH;125;POUDRE POUR SUSPENSION BUVABLE
TRIAXON;2;POUDRE POUR SOLUTION INJECTABLE
SUPRIMASE;150;GELULE
HUMIRA 40MG;40;SOLUTION INJECTABLE
HIBOR 2500 UI ANTI XA;2500;SOLUTION INJECTABLE
CHIBROXINE;0.3;COLLYRE
PAROXETINE WIN;20;COMPRIME PELLICULE SECABLE
BIOTIC PLUS;500 / 125;COMPRIME ENROBE
FEBREX ADULTE;0.025 / 0.5 / 0.2;GRANULE POUR SOLUTION BUVABLE
FLUPEN 125 MG/5 ML;125;POUDRE POUR SUSPENSION BUVABLE
ACLAV;1 / 125;POUDRE POUR SUSPENTION BUVABLE
RHESONATIV 625 UI/ML;;SOLUTION INJECTABLE I.M.
SPIRAZOLE;0.75 / 125;COMPRIME PELLICULE
MAXILASE;200;SOLUTION BUVABLE
ACETATE SLF153;;SOLUTE CONCENTRE
TRIXAZOL FORT;800 / 160;COMPRIME
RHUFENE RHUME;;COMPRIME ENROBE
RHUFENE RHUME;;COMPRIME ENROBE
GLIMEWIN;1;COMPRIME
GLIMEWIN;1;COMPRIME
REMOX;20;GELULE
DECAPEPTYL;0.1;POUDRE POUR SOLUTION INJECTABLE
TAZOCILLINE;4 / 500;POUDRE POUR PERFUSION
NORMACOL;6.1;GRANULE POUR SUSPENSION BUVABLE
STRATTERA 40 MG;40;GELULE
FRAXODI;11400;SOLUTION INJECTABLE
MENPOVAX A+C VACCIN MENINGOCOCCIQUE;;PREPARATION INJECTABLE
AZOLE;400;COMPRIME ENROBE
ZEPAM;6;COMPRIME QUADRISECABLE
STREPTOPHARMA;1;POUDRE POUR SOLUTION INJECTABLE
FONGICAN 50 MG;50;GELULE
ARACTINE;0.04;SIROP
DOPAMINE PIERRE FABRE;50;SOLUTION POUR PERFUSION
ANCINE PLUS 50MG/12.5MG;50 / 12.5;COMPRIME PELLICULE
AVANDAMET;2 / 1000;COMPRIME PELLICULE
AVANDAMET;2 / 1000;COMPRIME PELLICULE
COAPROVEL;300 / 25;COMPRIME PELLICULE
CERVARIX;20;SUSPENSION INJECTABLE
CERVARIX;20;SUSPENSION INJECTABLE
S-CITAP 20 MG;20;COMPRIME PELLICULE
CORVASAL;2;COMPRIME SECABLE
IXOR;20;COMPRIME EFFERVESCENT
ARCOXIA;90;COMPRIME PELLICULE
RADIOSELECTAN URINAIRE;30;SOLUTION INJECTABLE
EPREX 10000 UI/ML;3000;SOLUTION INJECTABLE
BULMOL;4;GELULE
PANOXYL;10;GEL
MADECASSOL;1;POMMADE
MORPHINE SOTHEMA 30MG/ML;30;SOLUTION INJECTABLE
ZYRDOL 125 MG/5ML;25;SUSPENSION BUVABLE
RISPERDALCONSTA LP 25MG/2ML;25;POUDRE POUR SUSPENSION INJECTABLE LP
NORDITROPINE NORDILET;5;POUDRE POUR SOLUTION INJECTABLE
STATICOL;20;COMPRIME ENROBE SECABLE
QLAIRA;;COMPRIME PELLICULE
TROPHIRES ENFANTS;3 / 50;SIROP
ALFACEFAL 500 MG;500;GELULE
BUTAZOLIDINE;100;COMPRIME ENROBE
ANDROCUR;50;COMPRIME
THERALENE PEC. BB;1.25;SIROP
OPTICILLINE;250;GELULE
DIPROSEPT;7.5;CREME
DIPROSONE NEO;50 / 350;CREME
TETRAMIL;0.05;COLLYRE
ZOLTAN;50;COMPRIME ENROBE SECABLE
CEBEMYXINE POMMADE;0.017 / 0.05;POMMADE OPHTALMIQUE
EM 107 ACIDE;;SOLUTE CONCENTRE
CALPOL;500;COMPRIME SECABLE
ROCEPHIN IM;500;POUDRE POUR SOLUTION INJECTABLE
CHEMOSET;4;COMPRIME PELLICULE
BARACLUDE;0.05;SOLUTION BUVABLE
NOCAND 150 MG;150;GELULE
BACQURE;500 / 500;POUDRE POUR PERFUSION
BAITANET G;10;SOLUTION GYNECOLOGIQUE
LIPOSIC 0.2 %;0.2;GEL OPHTALMIQUE
BIOGAZE GM;85.55 / 56.55;COMPRESSE IMPREGNEE
RAMIPRIL/HCTZ GT;5 / 25;COMPRIME
COMBANTRIN;125;SUSPENSION BUVABLE
NEBILET;5;COMPRIME SECABLE
FULCINE;125;SUSPENSION BUVABLE
YRANICID ARSENICAL PATE;1;PATE DENTAIRE
GENTAGAM 160;160;SOLUTION INJECTABLE
MOTI LYO;10;LYOPHILISAT ORAL
MOTI LYO;10;LYOPHILISAT ORAL
OFLUREX;200;COMPRIME PELLICULE
DINEX;100;COMPRIME A CROQUER OU DISPERSIBLE
BACTALL;250;COMPRIME ENROBE
METHOTREXATE BELLON;25;SOLUTION INJECTABLE
OMEGEN;10;GELULE GASTRO-RESISTANTE
LOMET;15;GELULE
AZANTAC;300;COMPRIME PELLICULE
VENOFER 100 MG/5ML;100 / 5;SOLUTION POUR PERFUSION
DIFAL;25;SUPPOSITOIRE
LEVAMOX;100 / 12.5;POUDRE POUR SUSPENSION BUVABLE
KAYEXALATE;454;POUDRE POUR SUSPENSION ORALE ET RECTALE
BACTOX;500;GELULE
OPTICILLINE;500;GELULE
CUTISAN;1.2;POUDRE POUR APPLICATION LOCALE
STRESAM;50;GELULE
MAXICLAV;1 / 200;POUDRE POUR PREPARATION INJECTABLE
SODIUM CHLORURE PROMOPHARM;0.9;SOLUTION POUR PERFUSION
FONGICAN 150 MG;150;GELULE
LAEVOLAC;50;SOLUTION BUVABLE
AMOVAS;5;COMPRIME
ACIDE SLF310;;SOLUTE CONCENTRE
COLPRONE;5;COMPRIME
DI-INDO;25;GELULE
ARANESP 100 µG;100;SOLUTION INJECTABLE
ARANESP 100 µG;100;SOLUTION INJECTABLE
RETROVIR;100;GELULE
TRETACNE;5;CAPSULE MOLLE
INSULET NPH;100;SUSPENSION INJECTABLE INTERMEDIAIRE
STARZOL;50;GELULE
FLOXAM;1;PREPARATION INJECTABLE
NOVOCLIN;500 / 125;COMPRIME ENROBE
ERACID;500;COMPRIME PELLICULE
ALGANTIL;5;GEL
AVIRO-Z;300;COMPRIME PELLICULE
AVIRO-Z;300;COMPRIME PELLICULE
VIGOREX;50;COMPRIME PELLICULE
CEROXIM;250;COMPRIME
PRAZOL;20;GELULE
ANTINAL;200;GELULE
CIPROFLOXACINE WIN 500 MG;500;COMPRIME PELLICULE
CIPROFLOXACINE WIN 500 MG;500;COMPRIME PELLICULE
ZOLTAN;50;COMPRIME ENROBE SECABLE
SECTRAL;400;COMPRIME PELLICULE
TIENAM;500 / 500;POUDRE POUR PERFUSION
NEOMOX;250;COMPRIME DISPERSIBLE
AGLIM 4 MG;4;COMPRIME
BISMULOXANE;800;GRANULE POUR SUSPENSION BUVABLE
METHYLPREDNISOLONE MYLAN;120;POUDRE POUR SOLUTION INJECTABLE
XENID;25;COMPRIME ENROBE GASTRO-RESISTANT
ALLERGINE;10;COMPRIME SECABLE
MIRCERA 100µG/0.3 ML;100;SOLUTION INJECTABLE
ODIA;3;COMPRIME
FIBROCARD LP;180;GELULE LP
RECOFOL;10;EMULSION INJECTABLE
GLUCOR;50;COMPRIME
AMODEX;500;POUDRE POUR SUSPENSION BUVABLE
PENICILLINE G SODIQUE PHARMA;1;POUDRE POUR PREPARATION INJECTABLE
ACNO 20 MG;20;CAPSULE MOLLE
TANZAAR 50;50;COMPRIME PELLICULE
ALFATIL;125;POUDRE POUR SUSPENSION BUVABLE
ALFATIL;125;POUDRE POUR SUSPENSION BUVABLE
PROFENID;2.5;GEL
CUTACNYL;5;GEL
ZINNAT;250;COMPRIME PELLICULE
RAMIPRIL WIN;10;COMPRIME
TIMOLOL-POS;0.25;COLLYRE
REMOX;20;COMPRIME DISPERSIBLE
BROMAX;15;SIROP
SILDENAFIL WIN 50 MG;50;COMPRIME PELLICULE
AERIUS;5;COMPRIME ENROBE
GEPRID;3;COMPRIME
GEPRID;3;COMPRIME
FLONOX;500;COMPRIME PELLICULE
FLONOX;500;COMPRIME PELLICULE
PYRALVEX;5 / 1;GEL BUCCAL ET GINGIVAL
CLEREGIL AD;2;SOLUTION BUVABLE
ASAFARM;500;COMPRIME
CETOLERG;10;COMPRIME PELLICULE
PANSORAL;1.3 / 1.5;GEL BUCCAL
MONOZECLAR 500 MG;500;COMPRIME PELLICULE LP
MONOZECLAR 500 MG;500;COMPRIME PELLICULE LP
TUSSIPHAN;32 / 680;SIROP
OCTANATE 50 UI/ML;500;POUDRE ET SOLVANT POUR SOLUTION INJECTABLE
HIPERDINE;20;COMPRIME
SINGULAIR;4;COMPRIME A CROQUER
ACLAV;100 / 12.5;POUDRE POUR SUSPENSION BUVABLE
TENSIOTEC;10;GELULE
ARICEPT;10;COMPRIME
VASCOR LM;35;COMPRIME ENROBE LM
VASCOR LM;35;COMPRIME ENROBE LM
ALGANTIL;200;COMPRIME EFFERVESCENT
PRIMPERAN;0.26;SOLUTION POUR GOUTTES BUVABLES
PRIMPERAN;0.26;SOLUTION POUR GOUTTES BUVABLES
GASTROGRAFINE 370 MG D'IODE/ML;10 / 66;SOLUTION BUVABLE OU RECTALE
GEPRID;1;COMPRIME
GEPRID;1;COMPRIME
MACROMAX;100;POUDRE POUR SUSPENSION BUVABLE
RAMIPRIL WIN;10;COMPRIME
CANAFLUCAN;150;GELULE
CANAFLUCAN;150;GELULE
LIFONGID 250MG;250;COMPRIME
LIFONGID 250MG;250;COMPRIME
IMATINIB COOPER;100;GELULE
IMATINIB COOPER;100;GELULE
ICAZ LP;5;GELULE LP
TERBINAFINE GT;250;COMPRIME SECABLE
TERBINAFINE GT;250;COMPRIME SECABLE
INALER;2;SOLUTION BUVABLE
TERPONE;200;SIROP
LAMISIL;250;COMPRIME SECABLE
ACLAV;1 / 125;POUDRE POUR SUSPENTION BUVABLE
CLARITYNE;10;COMPRIME SECABLE
PHARMAFLAM RETARD;100;COMPRIME LP
APETINE;4;COMPRIME
ROVAMYCINE;1.5;COMPRIME PELLICULE
RELPAX;20;COMPRIME ENROBE
DOLIPRANE;100;POUDRE POUR SOLUTION BUVABLE
FURILAN;40;COMPRIME
ERYSOL;2;GEL
ALFAMOX;500;POUDRE POUR SUSPENSION BUVABLE
ALFAMOX;500;POUDRE POUR SUSPENSION BUVABLE
CIPRO LP 1 G;506.0;COMPRIME PELLICULE LP
VALPAKINE 200 MG/ML;200;SIROP
DIPICOR;10;COMPRIME
XENETIX 300;65.81;SOLUTION INJECTABLE
MERCRYL;1.5 / 0.6;SOLUTION MOUSSANTE POUR APPLICATION LOCALE
LYRICA;25;GELULE
CORALAN;7.5;COMPRIME PELLICULE
HUMEX MAL DE GORGE MIEL CITRON 20 MG;20;PASTILLE A SUCER
PENICILLINE G 1 MEG;1;POUDRE POUR SOLUTION INJECTABLE
PARLODEL;2.5;COMPRIME SECABLE
ZITHROMAX;400;POUDRE POUR SUSPENSION BUVABLE
PRAXILENE 200;200;COMPRIME PELLICULE
MACROMAX;100;POUDRE POUR SUSPENSION BUVABLE
ROZEX;0.75;GEL
EQUORAL;100;SOLUTION BUVABLE
NURABOL;2;SIROP
ACTAPULGITE;3;POUDRE POUR SUSPENSION BUVABLE
SEROPLEX;10;COMPRIME PELLICULE SECABLE
SEROPLEX;10;COMPRIME PELLICULE SECABLE
CLAMOXYL;250;POUDRE POUR SUSPENSION BUVABLE
DYNASTAT;40;POUDRE POUR SOLUTION INJECTABLE
EPREX 4000 UI/ML;2000;SOLUTION INJECTABLE
GLYCAN 850 RETARD;850;COMPRIME ENROBE LP
LORACTYNE;0.1;SIROP
XENID;25;SUPPOSITOIRE
NEOMOX;125;POUDRE POUR SUSPENSION BUVABLE
CETAMYL;500;COMPRIME
POSICYCLINE;1;COLLYRE
LOVENOX;2000;SOLUTION INJECTABLE
SINGULAIR;10;COMPRIME PELLICULE
PHENERGAN;25;COMPRIME ENROBE
GIROFLOX;500;COMPRIME PELLICULE
RAMIPRIL WIN;10;COMPRIME
RAMIPRIL WIN;10;COMPRIME
ARGININE VEYRON;75;SIROP
LESCOL LP;80;COMPRIME ENROBE LP
SANDIMMUN;100;CAPSULE MOLLE
TOPIRAMATE GT 25 MG;25;COMPRIME PELLICULE
CEFTRIAXONE MYLAN;2;POUDRE POUR SOLUTION INJECTABLE
OMIZ 20 MG;20;GELULE
DUXIL;1.875 / 0.625;SUSPENSION BUVABLE
GENTAMEN 120;120;SOLUTION INJECTABLE
NOCAND 150 MG;150;GELULE
CEFTAJECT I.V 1G/3.5ML;1;POUDRE POUR SOLUTION INJECTABLE
CEFTAJECT I.V 1G/3.5ML;1;POUDRE POUR SOLUTION INJECTABLE
GABAMOX;400;GELULE
CEZIN;10;COMPRIME
BI-PROFENID;150;COMPRIME SECABLE
ADO;850;COMPRIME PELLICULE
TROBICINE;2;POUDRE POUR SOLUTION INJECTABLE
CETAMYL;80;SUPPOSITOIRE
URADOX 2MG;2;COMPRIME
URADOX 2MG;2;COMPRIME
ROXID;200;GELULE
ZYRDOL 500 MG/100ML;500;SOLUTION POUR PERFUSION
VOLTARENE SR;75;COMPRIME LP
CLENIDERM;0.025;CREME
HIBOR 7500 UI ANTI XA;7500;SOLUTION INJECTABLE
EBETAXEL;100;SOLUTION A DILUER POUR PERFUSION
VIVAMYNE MULTI;;COMPRIME ENROBE
BRONCHOCIST ADULTES;2;SOLUTION BUVABLE
NEOCIP;500;COMPRIME PELLICULE
POTASSIUM CHLORURE;20;SOLUTION POUR PERFUSION
STIMOL 1 G;1;POUDRE EFFERVESCENTE POUR SOLUTION BUVABLE
